Name,Price,Stock,Sku,Image_url,Description,Bukalapak_link,Tokopedia_link,Shopee_link,Whatsapp
ASUS ROG STRIX B550-F GAMING WIFI II,3.649.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/eb4219f754459f7af423bbd0f1feb389_asus-rog-strix-b550-f-gaming-wifi-ii_1.webp', 'https://starcompjogja.com/storage/product/62c40e28b4b7d5024267a46c56b386c6_asus-rog-strix-b550-f-gaming-wifi-ii_2.webp']"," Spesifikasi Produk :.  𝗖𝗣𝗨 AMD Ryzen™ 5000 Series/ 5000 G-Series/ 4000 G-Series/ 3000 Series Desktop Processors *Refer to www.asus.com for the AMD® CPU support list.  𝗖𝗵𝗶𝗽𝘀𝗲𝘁 B550  𝗠𝗲𝗺𝗼𝗿𝘆 AMD Ryzen™ 5000 and 3000 Series Desktop Processors 4 x DIMM, Max. 128GB, DDR4 4800(O.C.)/4666(O.C.)/4600(O.C.)/4400(O.C.)/4266(O.C.)/4133(O.C.)/4000(O.C.)/3866(O.C.)/3733(O.C.)/3600(O.C.)/3466(O.C.)/3400(O.C.)/3200/3000/2933/2800/2666/2400/2133 MHz, Un-buffered Memory *  AMD Ryzen™ 5000 and 4000 G-Series Processors 4 x DIMM, Max. 128GB, DDR4 5100(O.C)/4866(O.C.)/4600(O.C)/4466(O.C.)/4400(O.C)/4266(O.C.)/4133(O.C.)/4000(O.C.)/3866(O.C.)/3600(O.C.)/3466(O.C.)/3200/3000/2800/2666/2400/2133 MHz, Un-buffered Memory * ECC Memory (ECC mode) support varies by CPU.  𝗚𝗿𝗮𝗽𝗵𝗶𝗰𝘀 1 x DisplayPort 1.2 1 x HDMI® 2.1  𝗘𝘅𝗽𝗮𝗻𝘀𝗶𝗼𝗻 𝗦𝗹𝗼𝘁𝘀 AMD Ryzen™ 5000 and 3000 Series/ 5000 and 4000 G-Series Desktop Processors 1 x PCIe 4.0 x16 SafeSlot (supports x16 mode) AMD B550 chipset 1 x PCIe 3.0 x16 slot (supports x4 mode)* 3 x PCIe 3.0 x1 slots  𝗦𝘁𝗼𝗿𝗮𝗴𝗲 Supports 2 x M.2 slots and 6 x SATA 6Gb/s ports Total supports 2 x M.2 slots and 6 x SATA 6Gb/s ports AMD Ryzen™ 5000 and 3000 Series/ 5000 and 4000 G-Series Desktop Processors M.2_1 slot (Key M), type 2242/2260/2280/22110 (supports PCIe 4.0 x4 & SATA modes) AMD B550 Chipset: M.2_2 slot (Key M), type 2242/2260/2280/22110 (supports PCIe 3.0 x4 & SATA modes)* 6 x SATA 6Gb/s ports Support RAID 0, 1, 10  𝗘𝘁𝗵𝗲𝗿𝗻𝗲𝘁 1 x Intel® 2.5Gb Ethernet 1 x Intel® I225-V 2.5Gb Ethernet ASUS LANGuard  𝗪𝗶𝗿𝗲𝗹𝗲𝘀𝘀 & 𝗕𝗹𝘂𝗲𝘁𝗼𝗼𝘁𝗵 Wi-Fi 6E 2x2 Wi-Fi 6E (802.11 a/b/g/n/ac/ax) Supports 2.4/5/6GHz frequency band* Bluetooth v5.2  𝗔𝘂𝗱𝗶𝗼 ROG SupremeFX 7.1-Channel High Definition Audio CODEC S1220A  𝗙𝗼𝗿𝗺 𝗙𝗮𝗰𝘁𝗼𝗿 30.5cm x 24.4cm ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hig56s-jual-asus-rog-strix-b550-f-gaming-wifi-ii-motherboard-amd-b-550-ryzen-am4,https://www.tokopedia.com/starcomporigin/asus-rog-strix-b550-f-gaming-wifi-ii-motherboard-amd-b-550-ryzen-am4,https://shopee.co.id/ASUS-ROG-STRIX-B550-F-GAMING-WIFI-II-Motherboard-AMD-B-550-Ryzen-AM4-i.40255164.23911274836?sp_atk=fba2f11d-96ea-40f4-a705-58bf99c2f9e4&xptdk=fba2f11d-96ea-40f4-a705-58bf99c2f9e4,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
HOSE H81 CENTAUR,615.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/d915b45f19632f4b137d35d625eaa50f_hose-h81-centaur_1.webp'], Spesifikasi Produk :  CPU Intel® Socket 1150 Core™ i7/Core™ i5/Core™ i3/Pentium®/Celeron® Processors Supports 1333 / 1066Mhz FSB  Chipset Intel® H81  Memory Support dual channel DDR3 1333/ 1066 memory SDRAM 16GB (Max) 2x DDR3 DIMMs (Max up to 8GB each)  Audio Realtek® ALC887  LAN Realtek® 10/100Mbps (Gigabit Optional)  Expansion Slots 1x PCI Express x16 Slot  Storage 2 x SATA 2.0 port(s) 2 x SATA 3.0 port(s)  Back Panel I/O Ports 1 x USB keyboard 1 x USB mouse 1 x VGA port 1 x HDMI port 2 x USB 3.0 2 x USB 2.0  I/O Internal 1x RJ-45 Port 3x Audio jack 1x24 pin ATX Power Conecctor 1x4 pin ATX 12v Power Conecctor 1x USB 3.0 connector support additional 2 USB 3.0 ports 1x front panel audio connector 1x system panel connector  Form Factor Micro ATX 190 x 170mm  Accessories 1x Driver CD 1x Manual book 1x I/O Backboard 1x SATA Cable ,https://www.bukalapak.com/p/komputer/hardware/motherboard/4hi7zfa-jual-hose-h81-centaur-ddr3-lga1150-motherboard-intel-hdmi-vga,https://www.tokopedia.com/starcomporigin/hose-h81-centaur-ddr3-lga1150-motherboard-intel-hdmi-vga,https://shopee.co.id/HOSE-H81-CENTAUR-DDR3-LGA1150-Motherboard-Intel-HDMI-VGA-i.40255164.17191115175?sp_atk=61e93017-fdef-4b7a-899f-7db23df247fa&xptdk=61e93017-fdef-4b7a-899f-7db23df247fa,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASROCK B550M-HDV,1.279.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/98a09ed78cdbb2dacfdd8dfe61980000_asrock-b550m-hdv_1.webp', 'https://starcompjogja.com/storage/product/ed561b6d1f8e22cab53516fc34e7eddd_asrock-b550m-hdv_2.webp', 'https://starcompjogja.com/storage/product/11dd44a16433dfe4dd57a7839d31502d_asrock-b550m-hdv_3.webp']"," Supports 3rd Gen AMD AM4 Ryzen™ / Future AMD Ryzen™ Processors 6 Power Phase Design Supports DDR4 4733+ (OC) 1 PCIe 4.0 x16, 1 PCIe 3.0 x1 Graphics Output Options: HDMI, DVI-D, D-Sub 7.1 CH HD Audio (Realtek ALC887 Audio Codec) 4 SATA3, 1 Hyper M.2 (PCIe Gen4 x4 & SATA3) 6 USB 3.2 Gen1 (2 Front, 4 Rear) Gigabit LAN ",https://www.bukalapak.com/p/komputer/hardware/motherboard/3hdie16-jual-asrock-b550m-hdv-am4-ddr4-b550m-hdv?from=product_owner&product_owner=normal_seller,https://www.tokopedia.com/starcomporigin/asrock-b550m-hdv-am4-ddr4-b550m-hdv,https://shopee.co.id/ASRock-B550M-HDV-AM4-DDR4-B550M-HDV-i.40255164.6741023226?sp_atk=b94b99cd-a3b1-491f-8153-c85541405e1d,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASROCK H410M-HVS,945.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/80eaf8917649120ffc7852d56065d679_asrock-h410m-hvs_1.webp', 'https://starcompjogja.com/storage/product/80eaf8917649120ffc7852d56065d679_asrock-h410m-hvs_2.webp', 'https://starcompjogja.com/storage/product/4f836e37554ff495c0f4ba1463edca76_asrock-h410m-hvs_3.webp', 'https://starcompjogja.com/storage/product/4f836e37554ff495c0f4ba1463edca76_asrock-h410m-hvs_4.webp']"," Product Name : ASRock H410M-HVS (LGA1200, H410, DDR4, USB3.2, SATA3) Brand : ASRock Model : H410M-HVS CPU Type : Supports 10th Gen Intel Core Processors (Socket 1200) Chipset : Intel H410 Memory Standard : 2x DDR4 DIMM, 2933 / 2800 / 2666 / 2400 / 2133 non-ECC, un-buffered memory Maximum Memory Supported : 64GB Dual Channel Expansion Slots : 1x PCI Express 3.0 x16, 1x PCI Express 3.0 x1 SATA Port : 4x SATA3 6.0 Gb/s M.2 : - Onboard Video Chipset : HDMI, D-Sub (can be supported only with processors which are GPU integrated) Multi-GPU support : - Audio Chipset : Realtek ALC887 LAN Chipset : Realtek RTL8111H Rear Panel Ports : PS/2 Mouse/Keyboard, D-Sub, HDMI, 4x USB 2.0, 2x USB 3.2 Gen1, RJ-45 LAN Port, HD Audio Jacks Form Factor : Micro ATX (19.7 cm x 18.8 cm) ",https://www.bukalapak.com/p/komputer/hardware/motherboard/3si30qs-jual-asrock-h410m-hvs-lga1200-ddr4-usb3-2-sata3-h410,https://www.tokopedia.com/starcomporigin/asrock-h410m-hvs-lga1200-ddr4-usb3-2-sata3-h410,https://shopee.co.id/ASRock-H410M-HVS-LGA1200-DDR4-USB3.2-SATA3-H410-i.40255164.3454582993?sp_atk=aca5c15e-66d3-400d-a6d9-147dfd2b0bf2&xptdk=aca5c15e-66d3-400d-a6d9-147dfd2b0bf2,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS PRIME B650M-A WIFI,3.250.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/a17223cfc28cdadbb3a31d16f7e7a743_asus-prime-b650m-a-wifi_1.webp', 'https://starcompjogja.com/storage/product/a17223cfc28cdadbb3a31d16f7e7a743_asus-prime-b650m-a-wifi_2.webp', 'https://starcompjogja.com/storage/product/361bb30bef20271f1c7757966580dcfd_asus-prime-b650m-a-wifi_3.webp']"," Spesifikasi Produk :  AMD Socket AM5 for AMD Ryzen™ 7000 Series Desktop Processors* * Refer to www.asus.com for CPU support list. Chipset AMD B650 Chipset Memory 4 x DIMM, Max. 128GB, DDR5 6400+(OC)/ 6200(OC)/ 6000(OC)/ 5800(OC)/ 5600(OC)/ 5400(OC)/ 5200/ 5000/ 4800, ECC and Non-ECC, Un-buffered Memory* Dual Channel Memory Architecture Supports AMD Extended Profiles for Overclocking (EXPO™) OptiMem II * Supported memory types, data rate(Speed), and number of DRAM modules vary depending on the CPU and memory configuration, for more information refer to www.asus.com for memory support list. * Non-ECC, Un-buffered DDR5 Memory supports On-Die ECC function. Graphics 1 x DisplayPort** 1 x VGA port 1 x HDMI® port*** * Graphics specifications may vary between CPU types. Please refer to AMD CPU specifications. ** Supports max. 8K@60Hz as specified in DisplayPort 1.4. *** Supports 4K@60Hz as specified in HDMI® 2.1. Expansion Slots AMD Ryzen™ 7000 Series Desktop Processors 1 x PCIe 4.0 x16 slot (supports x16 mode) AMD B650 Chipset 2 x PCIe 4.0 x16 slots (support x1 mode) * Please check the PCIe bifurcation table on the support site (https://www.asus.com/support/FAQ/1037507/). Storage Total supports 2 x M.2 slots and 4 x SATA 6Gb/s ports* AMD Ryzen™ 7000 Series Desktop Processors M.2_1 slot (Key M), type 2242/2260/2280 (supports PCIe 5.0 x4 mode) AMD B650 Chipset M.2_2 slot (Key M), type 2242/2260/2280 (supports PCIe 4.0 x4 mode) 4 x SATA 6Gb/s ports * AMD RAIDXpert2 Technology supports both PCIe RAID 0/1/10 and SATA RAID 0/1/10. Ethernet 1 x Realtek 2.5Gb Ethernet Wireless & Bluetooth Wi-Fi 6 2x2 Wi-Fi 6 (802.11 a/b/g/n/ac/ax) Supports 2.4/5GHz frequency band Bluetooth® v5.2 USB ",None,https://www.tokopedia.com/starcomporigin/asus-prime-b650m-a-wifi-matx-ddr5-am5-mobo-asus-b650ma-wifi,https://shopee.co.id/Asus-Prime-B650M-A-WiFi-mATX-DDR5-AM5-Mobo-Asus-B650MA-WiFi-i.40255164.17487810368?sp_atk=73b2a70f-990b-43b7-be90-807e33456628&xptdk=73b2a70f-990b-43b7-be90-807e33456628,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASROCK B650E PG RIPTIDE WIFI,4.389.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/729f3dffe14ea05f79e2af9b6d59a33b_asrock-b650e-pg-riptide-wifi_1.webp', 'https://starcompjogja.com/storage/product/729f3dffe14ea05f79e2af9b6d59a33b_asrock-b650e-pg-riptide-wifi_2.webp']"," Spesifikasi Produk :  - Supports AMD Ryzen™ 7000 Series Processors - 14+2+1 Phase Power Design, SPS - 4 x DDR5 DIMMs, supports up to 6600+(OC) - 1 PCIe 5.0 x16, 1 PCIe 3.0 x16, 1 PCIe 4.0 x1, 1 M.2 Key-E for WiFi - Graphics Output Options : 1 HDMI - 7.1 CH HD Audio (Realtek ALC897 Audio Codec), Nahimic Audio - 1 Blazing M.2 (PCIe Gen5x4), 1 Hyper M.2 (PCIe Gen4x4), 1 M.2 (PCIe Gen3x2 & SATA3), 4 SATA3 - 1 USB 3.2 Gen2x2 Type-C (Front), 1 USB 3.2 Gen2 Type-C (Rear), 1 USB 3.2 Gen2 Type-A (Rear), 4 USB 3.2 Gen1 (2 Rear, 2 Front), 9 USB 2.0 (6 Rear, 3 Front) - Killer 2.5G LAN - 802.11ax Wi-Fi 6E + Bluetooth ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hg0ykv-jual-asrock-b650e-pg-riptide-wifi-motherboard-amd-am5-b-650,https://www.tokopedia.com/starcomporigin/asrock-b650e-pg-riptide-wifi-motherboard-amd-am5-b-650,https://shopee.co.id/ASROCK-B650E-PG-RIPTIDE-WIFI-Motherboard-AMD-AM5-B-650-i.40255164.18054150019?sp_atk=bc8da389-4686-451c-a4ea-d29f6c9f383e&xptdk=bc8da389-4686-451c-a4ea-d29f6c9f383e,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASROCK B650M PG RIPTIDE,2.999.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/3050c6d0c626d99ac03cd78ce310ca48_asrock-b650m-pg-riptide_1.webp', 'https://starcompjogja.com/storage/product/3050c6d0c626d99ac03cd78ce310ca48_asrock-b650m-pg-riptide_2.webp', 'https://starcompjogja.com/storage/product/3050c6d0c626d99ac03cd78ce310ca48_asrock-b650m-pg-riptide_3.webp']"," Spesifikasi Produk :  - Supports AMD Ryzen™ 7000 Series Processors - 12+2+1 Phase Power Design, Dr.MOS - 4 x DDR5 DIMMs, supports up to 6200+(OC) - 1 PCIe 4.0 x16, 1 PCIe 4.0 x16, 2 PCIe 3.0 x1 - Graphics Output Options: 1 HDMI, 1 DisplayPort - 7.1 CH HD Audio (Realtek ALC897 Audio Codec), Nahimic Audio - 1 Blazing M.2 (PCIe Gen5x4), 1 Hyper M.2 (PCIe Gen4x4), 4 SATA3 - 1 USB 3.2 Gen2 Type-C (Rear), 1 USB 3.2 Gen2 Type-A (Rear), 1 USB 3.2 Gen1 Type-C (Front), 6 USB 3.2 Gen1 (2 Rear, 4 Front), 8 USB 2.0 (4 Rear, 4 Front) - Realtek 2.5G LAN ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hg0xu1-jual-asrock-b650m-pg-riptide-motherboard-amd-am5-b-650,https://www.tokopedia.com/starcomporigin/asrock-b650m-pg-riptide-motherboard-amd-am5-b-650,https://shopee.co.id/ASROCK-B650M-PG-RIPTIDE-Motherboard-AMD-AM5-B-650-i.40255164.19754145103?sp_atk=b26f6d95-28f4-4c24-ae65-2055741148ff&xptdk=b26f6d95-28f4-4c24-ae65-2055741148ff,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS PROART Z690 CREATOR WIFI DDR5,7.820.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/df3e884b6bb36d1c432e572c76f530d6_asus-proart-z690-creator-wifi-ddr5_1.webp', 'https://starcompjogja.com/storage/product/13ad209a68e5605e86b206e8416c7112_asus-proart-z690-creator-wifi-ddr5_2.webp', 'https://starcompjogja.com/storage/product/b72d9ed6ed34d2384921823259e3930f_asus-proart-z690-creator-wifi-ddr5_3.webp']"," Spesifikasi Produk :  Intel® Z690 LGA 1700 ATX motherboard built for creators, with PCIe® 5.0, DDR5 support, Thunderbolt™ 4, 10 Gb and 2.5 Gb Ethernet, WiFi 6E, four PCIe 4.0 M.2 slots with heatsinks, plus a USB 3.2 Gen 2x2 front panel connector with Quick Charge 4+ support - Intel® Socket LGA 1700 for 12th Gen Intel® Core™, Pentium® Gold and Celeron® Processors Future-proofed connectivity: Two Thunderbolt™ 4 Type-C® ports, 10 Gb & 2.5 Gb onboard Ethernet, WiFi 6E, four PCIe® 4.0 M.2 slots and a USB 3.2 Gen 2x2 front panel connector with Quick Charge 4+ - Next-gen performance: 16+1 power stages rated for 70 amps, PCIe 5.0 ready, and a DDR5 speed boost - Intelligent optimization: ASUS-exclusive software and firmware that simplify setup and improve performance: AI Overclocking, AI Cooling, CreationFirst and Two-Way AI Noise-Cancelation - Comprehensive thermal design: A massive VRM and chipset heatsink, aluminum M.2 heatsinks, seven 4-pin PWM fan headers and an AIO pump header - Advanced security management: USB port management, software blacklisting and Regedit on/off controls via ASUS Control Center Express - Trusted stability: Tested for 24/7 operation, validated for extensive compatibility and equipped with SafeSlot and SafeDIMM for enhanced durability ",None,https://www.tokopedia.com/starcomporigin/asus-proart-z690-creator-wifi-ddr5-motherboard-intel-gen12-lga-1700,None,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS TUF GAMING Z690-PLUS WIFI DDR4,5.130.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/cd27fc4bc752662c2ddb4f1539e97ab1_asus-tuf-gaming-z690-plus-wifi-ddr4_1.webp', 'https://starcompjogja.com/storage/product/bfeae591a004845e303e66c73fb7c6a7_asus-tuf-gaming-z690-plus-wifi-ddr4_2.webp']"," Spesifikasi Produk :  - Intel® LGA 1700 Socket : Ready for 12th Gen Intel Core™ processors - Enhanced Power Solution : 14+1 DrMOS, six-layer PCB, ProCool sockets, alloy chokes and durable capacitors for stable power delivery - Next-gen Connectivity : PCIe® 5.0, USB 3.2 Gen2x2 Type-C®, front USB 3.2 Gen 2 Type-C, Thunderbolt™ 4 header support - Made for Online Gaming : WiFi 6, Intel 2.5 Gb Ethernet and TUF LANGuard - Two-way AI Noise-Cancelation : Reduces background noise from the microphone and audio output for crystal-clear communication in games or video conferences - Comprehensive Cooling : Enlarged VRM heatsink, PCH fanless heatsink, M.2 heatsinks, hybrid fan headers and Fan Xpert 4 utility in Armoury Crate - Outshine RGB Aura Effect : Stylish edge and PCH lighting design, addressable RGB headers and RGB strip header support ",None,https://www.tokopedia.com/starcomporigin/asus-tuf-gaming-z690-plus-wifi-z-690-intel-lga1700-motherboard-ddr4,None,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS ROG STRIX B660-I GAMING WIFI ITX DDR5,3.890.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/843c9ef516dd9f2ef740feb8117a4419_asus-rog-strix-b660-i-gaming-wifi-itx-ddr5_1.webp', 'https://starcompjogja.com/storage/product/843c9ef516dd9f2ef740feb8117a4419_asus-rog-strix-b660-i-gaming-wifi-itx-ddr5_2.webp']"," Spesifikasi Produk :  • Socket LGA 1700 for 12th Gen Intel® Core™, Pentium® Gold and Celeron® processors • Optimal Power Solution: 8+1 power stages with ProCool power connectors, high-quality alloy chokes and durable capacitors to support multi-core processors • Optimized Thermal Design: Integrated I/O cover and VRM heatsinks with high conductivity thermal pad, one onboard M.2 heatsink, and one M.2 backplate • High-performance Networking: On-board Intel WiFi 6 (802.11ax) and Intel 2.5 Gb Ethernet with ASUS LANGuard • Best Gaming Connectivity: Supports HDMI® 2.1 and DisplayPort™ 1.4 output, two M.2 slots, as well as USB 3.2 Gen 2x2 Type-C® • Intelligent Control: ASUS-exclusive AI Cooling, AI Networking and Two-Way AI Noise Cancelation to simplify setup and improve performance • DIY Friendly Design: M.2 Q-Latch, pre-mounted I/O shield, and Q-LED • Unmatched Personalization: ASUS-exclusive Aura Sync RGB lighting, including an RGB header and an addressable Gen 2 RGB header • Industry-leading Gaming Audio: SupremeFX S1220A codec with Savitech SV3H712 amplifier, along with Two-Way AI Noise Cancelation, DTS® Sound Unbound™ and Sonic Studio III ",None,https://www.tokopedia.com/starcomporigin/asus-rog-strix-b660-i-gaming-wifi-motherboard-itx-ddr5-intel-lga1700,None,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
GIGABYTE H610M H DDR4,1.499.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/24e68ab426189701459f4eb88ccceabb_gigabyte-h610m-h-ddr4_1.webp', 'https://starcompjogja.com/storage/product/9579506a730c88ada386a04839db08de_gigabyte-h610m-h-ddr4_2.webp', 'https://starcompjogja.com/storage/product/55ab8809de9e2065fd4e8b6321beb84d_gigabyte-h610m-h-ddr4_3.webp']"," Spesifikasi Produk :  Intel® H610 Motherboard with 6+1+1 Hybrid Phases Digital VRM Design, PCIe 4.0* Design, Gen3 x4 M.2 , Intel® GbE with cFosSpeed , Anti-Sulfur Resistor, Smart Fan 6  Supports 12th Gen Intel® Core™ Series Processors Dual Channel Non-ECC Unbuffered DDR4, 2 DIMMs 6+1+1 Hybrid Digital VRM Design Intel® GbE LAN with cFosSpeed Internet Accelerator Software NVMe PCIe 3.0 x4 M.2 High Quality Audio Capacitors and Audio Noise Guard Smart Fan 6 Features Multiple Temperature Sensors , Hybrid Fan Headers with FAN STOP GIGABYTE APP Center, Simple and Easy Use Anti-Sulfur Resistors Design  CPU LGA1700 socket: Support for 12th Generation Intel® Core™ i9 processors/Intel® Core™ i7 processors/Intel® Core™ i5 processors L3 cache varies with CPU  Chipset Intel® H610 Express Chipset  Memory Support for DDR4 3200/3000/2933/2666/2400/2133 MHz memory modules 2 x DDR4 DIMM sockets supporting up to 64 GB (32 GB single DIMM capacity) of system memory Dual channel memory architecture Support for ECC Un-buffered DIMM 1Rx8/2Rx8 memory modules (operate in non-ECC mode) Support for non-ECC Un-buffered DIMM 1Rx8/2Rx8/1Rx16 memory modules ",None,https://www.tokopedia.com/starcomporigin/gigabyte-h610m-h-ddr4-intel-h-610-m-lga1700-motherboard,https://shopee.co.id/GIGABYTE-H610M-H-DDR4-INTEL-H-610-M-LGA1700-MOTHERBOARD-i.40255164.12595996324?sp_atk=445332f9-f2b3-4cd5-b747-7b77540f6313&xptdk=445332f9-f2b3-4cd5-b747-7b77540f6313,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
GIGABYTE B660M GAMING DDR4,1.919.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/c49cab7493732798d22a07f67806901a_gigabyte-b660m-gaming-ddr4_1.webp', 'https://starcompjogja.com/storage/product/c49cab7493732798d22a07f67806901a_gigabyte-b660m-gaming-ddr4_2.webp', 'https://starcompjogja.com/storage/product/6f34478ffff75b7dc84ea1b75477580e_gigabyte-b660m-gaming-ddr4_3.webp']"," Spesifikasi Produk :  CPU LGA1700 socket: Support for 12th Generation Intel® Core™, Pentium® Gold and Celeron® Processors* L3 cache varies with CPU * Please refer to ""CPU Support List"" for more information. Chipset Intel® B660 Express Chipset Memory Support for DDR4 5333(O.C.)/ DDR4 5133(O.C.)/DDR4 5000(O.C.)/4933(O.C.)/4800(O.C.)/ 4700(O.C.)/ 4600(O.C.)/ 4500(O.C.)/ 4400(O.C.)/ 4300(O.C.)/4266(O.C.) / 4133(O.C.) / 4000(O.C.) / 3866(O.C.) / 3800(O.C.) / 3733(O.C.) / 3666(O.C.) / 3600(O.C.) / 3466(O.C.) / 3400(O.C.) / 3333(O.C.) / 3300(O.C.) / 3200/3000/2933/2666/2400/2133 MHz memory modules 2 x DDR4 DIMM sockets supporting up to 64 GB (32 GB single DIMM capacity) of system memory Dual channel memory architecture Support for ECC Un-buffered DIMM 1Rx8/2Rx8 memory modules (operate in non-ECC mode) Support for non-ECC Un-buffered DIMM 1Rx8/2Rx8/1Rx16 memory modules Support for Extreme Memory Profile (XMP) memory modules (Please refer ""Memory Support List"" for more information.) Onboard Graphics Integrated Graphics Processor-Intel® HD Graphics support: 1 x D-Sub port, supporting a maximum resolution of 1920x1200@60 Hz 1 x HDMI port, supporting a maximum resolution of 4096x2160@60 Hz * Support for HDMI 2.1 version and HDCP 2.3. ** Support native HDMI 2.1 TMDS compatible ports. 1 x DisplayPort, supporting a maximum resolution of 4096x2304@60 Hz * Support for DisplayPort 1.2 version and HDCP 2.3 (Graphics specifications may vary depending on CPU support.) Support for up to 3 displays at the same time Operating System Support for Windows 11 64-bit Support for Windows 10 64-bit Form Factor Micro ATX Form Factor; 24.4cm x 22.5cm ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hds1ys-jual-gigabyte-b660m-gaming-ddr4-motherboard-lga1700-b-660-m-ddr4-intel,https://www.tokopedia.com/starcomporigin/gigabyte-b660m-gaming-ddr4-motherboard-lga1700-b-660-m-ddr4-intel,https://shopee.co.id/GIGABYTE-B660M-GAMING-DDR4-MOTHERBOARD-LGA1700-B-660-M-DDR4-INTEL-i.40255164.20538299506?sp_atk=91994556-727d-47e8-b917-f527dbbc0321&xptdk=91994556-727d-47e8-b917-f527dbbc0321,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ADATA XPG SPECTRIX D35G RGB 16GB KIT 3200MHZ,670.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/77455f99cd6c56fbf5a9be5b037e34dd_adata-xpg-spectrix-d35g-rgb-16gb-kit-3200mhz_1.webp']," Spesifikasi :   Memory Type DDR4  Form Factor U-DIMM  Color Black / White  Capacity 16GB  Speeds 3200 MT/s  CAS Latencies 16, 18  Operating Voltage 1.35V  Operating Temperature 0°C to 85°C  Dimensions (L x W x H) 133.35 x 36 x 6.6mm  Weight 32.43g  Warranty Limited lifetime warranty ",https://www.bukalapak.com/p/komputer/desktop/ram/4hpqjgm-jual-adata-xpg-spectrix-d35g-rgb-16gb-kit-2x8gb-black-white-3200mhz,https://www.tokopedia.com/starcomporigin/adata-xpg-spectrix-d35g-rgb-16gb-kit-2x8gb-black-white-3200mhz,https://shopee.co.id/product/40255164/23357491175/,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
PATRIOT VIPER ELITE II 8GB KIT DDR4 2666MHZ - PVE248G266C6K,375.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/019ff477a6f1d5cc37de579fa85015cd_patriot-viper-elite-ii-8gb-kit-ddr4-2666mhz-pve248g266c6k_1.webp']," Spesifikasi Produk :  Patriot’s Viper Elite memory modules are designed with true performance in mind. Built for the latest Intel® and AMD platforms, the Viper Elite series provides the best performance and stability for the most demanding computer environments  FEATURES: • Product line: Viper Elite II • Edition: Red heatshield with black Viper logo / top • Aluminum heat spreader with unique and specific design element • Feature Overclock: XMP 2.0 support for automatic overclocking • Compatibility: Tested across the latest Intel and AMD platforms for reliably fast performance • Limited lifetime warranty  SPECIFICATIONS: • Capacity: 8GB (2 x 4GB) • Base Frequency: PC4-21300 (2666MHz) • Base Timings: 19-19-19-43 • Tested Frequency Profile 1: PC4-21300 (2666MHz) • Tested Timings: 16-17-17-36 • Tested Voltage for Profile 1: 1.2V • Format: NON-ECC Unbuffered DIMM • Pin Out: 288-Pin ",https://www.bukalapak.com/p/komputer/aksesoris-226/aksesoris-lainnya-241/4hme0ig-jual-patriot-viper-elite-ii-8gb-kit-2x4-2666mhz-pve248g266c6k-ram-pc,https://www.tokopedia.com/starcomporigin/patriot-viper-elite-ii-8gb-kit-2x4-2666mhz-pve248g266c6k-ram-pc,https://shopee.co.id/Patriot-Viper-Elite-II-8GB-Kit-(2x4)-2666Mhz-PVE248G266C6K-RAM-PC-i.40255164.22466924748?sp_atk=f5c3b4a8-6189-47a7-b8a5-d4e898262fa0&xptdk=f5c3b4a8-6189-47a7-b8a5-d4e898262fa0,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
